field_id,region,crop_type,soil_organic_carbon,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,calcium_meq,magnesium_meq,zinc_ppm,iron_ppm,copper_ppm,manganese_ppm,boron_ppm,electrical_conductivity_dsm,cumulative_rainfall_mm,growing_degree_days,avg_temperature_c,heat_stress_days,peak_ndvi,bio_applied,bio_product_type,bio_dosage_l_ha,observed_yield_q_acre,counterfactual_yield_q_acre,bio_attributed_lift_q,crop_msp_rs_q,gross_revenue_gain_rs,net_profit_rs
IND_FIELD_0087,Uttar Pradesh & Bihar,Soybean,8.82,8.03,121.7,44.7,210.8,20.7,11.1,11.2,10.1,1.27,3.49,0.85,7.35,0.52,0.59,771.9,2127.2,30.0,4,0.884,0,None,0.0,21.69,21.79,-0.1,4892.0,-504.0,-504.0
IND_FIELD_0088,Andhra Pradesh & Telangana,Rice (Paddy),13.0,6.73,183.1,20.9,148.0,33.4,11.4,16.3,9.4,0.74,9.3,0.28,5.08,0.42,0.32,1164.0,3147.7,23.0,7,0.92,0,None,0.0,46.15,45.82,0.33,2300.0,750.0,750.0
IND_FIELD_0089,Karnataka & Tamil Nadu,Soybean,9.98,5.96,64.6,42.5,307.6,24.9,12.9,28.0,9.9,0.62,4.73,0.36,3.4,0.51,0.76,1195.7,2712.2,31.4,6,0.92,1,Syngenta CropBio+ (Biostimulant),2.06,25.02,22.67,2.35,4892.0,11483.0,9593.0
IND_FIELD_0090,Maharashtra & Vidarbha (Deccan),Soybean,7.63,5.85,184.2,12.9,282.2,23.4,21.0,11.8,9.3,0.56,5.6,0.83,3.27,0.33,0.66,668.2,2215.8,31.2,7,0.777,1,Syngenta Isabion,1.59,24.93,21.79,3.14,4892.0,15358.0,13492.0
IND_FIELD_0091,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),6.64,7.78,116.9,30.0,253.4,42.3,23.4,28.8,6.4,0.89,9.55,0.32,5.36,0.93,0.67,1374.2,3101.6,32.1,2,0.92,1,Syngenta Isabion,1.22,42.71,38.36,4.35,2300.0,10009.0,7986.0
IND_FIELD_0092,Uttar Pradesh & Bihar,Soybean,5.74,7.06,70.0,45.4,98.7,22.1,13.9,12.0,6.1,0.43,8.65,0.68,4.88,0.65,0.85,530.3,2836.8,23.6,5,0.733,0,None,0.0,18.31,18.97,-0.66,4892.0,-3224.0,-3224.0
IND_FIELD_0093,Uttar Pradesh & Bihar,Wheat,11.88,7.66,169.8,26.6,105.5,32.1,13.1,28.4,4.9,0.9,4.8,0.57,2.04,0.34,0.71,515.1,2198.5,30.5,10,0.814,1,Syngenta Isabion,1.67,44.12,38.62,5.5,2275.0,12505.0,10739.0
IND_FIELD_0094,Andhra Pradesh & Telangana,Maize,7.75,6.36,103.3,36.2,198.3,46.2,21.2,17.9,12.4,0.3,3.72,0.26,6.57,0.5,0.73,1015.7,2330.4,25.8,7,0.92,1,Syngenta Quantis,2.07,56.08,48.78,7.3,2225.0,16252.0,14277.0
IND_FIELD_0095,Uttar Pradesh & Bihar,Groundnut (Peanut),9.12,6.63,129.6,20.8,118.6,23.6,13.7,23.5,10.0,0.66,8.42,0.4,5.87,0.63,0.82,1136.6,2079.2,31.9,9,0.92,0,None,0.0,24.45,23.38,1.07,6783.0,7235.0,7235.0
IND_FIELD_0096,Maharashtra & Vidarbha (Deccan),Cotton,8.92,5.87,74.5,43.9,314.8,47.3,15.9,13.4,5.5,0.54,6.05,0.56,5.64,0.62,0.26,1362.8,3159.5,25.1,3,0.92,0,None,0.0,21.1,20.58,0.52,7121.0,3683.0,3683.0
IND_FIELD_0097,Andhra Pradesh & Telangana,Cotton,9.85,8.11,86.5,14.2,118.0,47.8,10.2,11.5,5.4,1.37,8.79,0.8,2.38,0.27,0.5,834.7,2524.2,30.9,4,0.92,1,Syngenta Quantis,2.91,22.61,19.65,2.96,7121.0,21101.0,19207.0
IND_FIELD_0098,Maharashtra & Vidarbha (Deccan),Soybean,13.02,7.4,113.6,48.7,197.0,34.7,19.4,14.8,12.7,1.1,6.45,0.7,3.99,0.92,0.56,474.0,3054.5,25.8,3,0.789,0,None,0.0,22.87,23.8,-0.93,4892.0,-4535.0,-4535.0
IND_FIELD_0099,Punjab & Haryana (Indo-Gangetic),Sugarcane,14.29,8.04,76.2,20.5,167.4,23.1,15.6,12.8,11.3,0.68,5.73,0.64,7.14,0.44,0.38,1022.8,2285.1,22.1,5,0.92,0,None,0.0,600.02,599.69,0.33,340.0,111.0,111.0
IND_FIELD_0100,Punjab & Haryana (Indo-Gangetic),Maize,7.98,6.44,223.9,49.6,233.5,27.5,20.6,16.9,10.4,0.4,6.49,0.55,6.74,0.26,0.74,725.2,3005.2,30.2,4,0.804,0,None,0.0,51.78,52.71,-0.92,2225.0,-2054.0,-2054.0
IND_FIELD_0101,Punjab & Haryana (Indo-Gangetic),Soybean,12.6,7.27,61.1,27.2,111.0,30.7,20.1,21.3,7.8,0.87,8.66,0.41,3.57,0.3,0.68,861.3,1875.4,23.5,6,0.92,0,None,0.0,23.05,22.72,0.33,4892.0,1625.0,1625.0
IND_FIELD_0102,Andhra Pradesh & Telangana,Tur / Pigeon Pea (Arhar),11.91,7.43,147.1,43.1,183.3,27.3,9.9,23.0,6.3,0.53,9.79,0.28,2.86,0.66,0.65,914.0,3174.9,30.6,3,0.92,1,Syngenta CropBio+ (Biostimulant),2.41,20.98,18.97,2.01,7550.0,15191.0,13441.0
IND_FIELD_0103,Maharashtra & Vidarbha (Deccan),Soybean,9.81,6.56,82.2,25.7,145.9,26.4,18.9,27.4,13.8,0.89,3.56,0.49,4.47,0.35,0.85,511.3,3076.8,34.0,6,0.751,1,Syngenta Quantis,2.41,24.77,21.13,3.63,4892.0,17781.0,15969.0
IND_FIELD_0104,Andhra Pradesh & Telangana,Wheat,14.02,7.84,115.4,51.0,293.1,47.2,20.4,24.4,11.9,1.22,7.03,0.22,3.96,0.28,0.33,911.7,2308.5,34.6,7,0.92,1,Syngenta Quantis,2.65,47.35,42.19,5.16,2275.0,11733.0,10126.0
IND_FIELD_0105,Karnataka & Tamil Nadu,Maize,5.71,8.07,226.7,17.4,89.7,22.6,12.2,23.4,6.7,0.98,3.44,0.35,5.75,0.52,0.66,855.0,2884.6,25.1,4,0.907,1,Syngenta Quantis,2.4,53.22,47.52,5.71,2225.0,12702.0,10680.0
IND_FIELD_0106,Punjab & Haryana (Indo-Gangetic),Gram / Chickpea (Chana),4.7,7.92,89.1,19.7,299.3,40.0,9.1,19.1,12.4,1.0,6.62,0.5,7.32,0.69,0.54,1126.9,2853.2,32.5,8,0.92,1,Syngenta Quantis,2.57,18.8,16.97,1.83,5440.0,9959.0,7882.0
IND_FIELD_0107,Maharashtra & Vidarbha (Deccan),Maize,12.89,7.57,233.8,33.2,279.9,18.0,6.0,20.4,11.5,0.9,9.66,0.49,4.0,0.33,0.37,1063.4,3061.8,26.6,7,0.92,1,Syngenta Quantis,2.76,65.91,58.36,7.55,2225.0,16793.0,15163.0
IND_FIELD_0108,Uttar Pradesh & Bihar,Groundnut (Peanut),8.33,6.47,97.0,15.5,151.4,35.9,14.1,19.1,6.6,1.32,5.84,0.23,2.34,0.47,0.26,626.0,2230.2,33.7,5,0.772,0,None,0.0,22.0,22.27,-0.27,6783.0,-1826.0,-1826.0
IND_FIELD_0109,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),12.82,6.48,193.5,20.4,269.4,45.5,12.3,28.5,8.0,1.33,10.01,0.61,6.94,0.54,0.78,645.8,2451.7,32.2,8,0.91,1,Syngenta CropBio+ (Biostimulant),2.79,52.24,45.76,6.48,2300.0,14899.0,12819.0
IND_FIELD_0110,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),13.32,8.11,158.4,52.6,87.5,26.6,16.0,15.1,5.5,0.86,7.8,0.58,2.21,0.36,0.57,688.5,3011.0,23.0,7,0.92,0,None,0.0,26.25,27.26,-1.01,6783.0,-6827.0,-6827.0
IND_FIELD_0111,Maharashtra & Vidarbha (Deccan),Soybean,4.19,5.82,219.2,54.0,312.0,23.6,9.4,10.1,4.7,0.64,10.02,0.25,7.24,0.6,0.73,620.0,2890.0,27.3,3,0.774,1,Syngenta Quantis,2.84,22.89,20.44,2.45,4892.0,11972.0,9973.0
IND_FIELD_0112,Punjab & Haryana (Indo-Gangetic),Gram / Chickpea (Chana),13.22,7.52,159.7,28.2,206.4,37.6,21.5,24.3,11.1,0.81,8.73,0.86,5.66,0.31,0.53,1074.4,2350.9,26.4,3,0.92,1,Syngenta Quantis,1.68,24.76,22.31,2.45,5440.0,13316.0,11657.0
IND_FIELD_0113,Karnataka & Tamil Nadu,Wheat,8.43,7.49,156.2,51.7,152.8,39.4,10.6,14.5,6.3,0.51,3.96,0.27,7.18,0.28,0.3,1394.7,2984.0,32.2,5,0.92,0,None,0.0,36.85,36.35,0.51,2275.0,1150.0,1150.0
IND_FIELD_0114,Uttar Pradesh & Bihar,Groundnut (Peanut),9.11,7.29,95.2,35.4,167.0,38.6,10.1,29.6,12.1,1.0,4.89,0.8,3.1,0.61,0.39,1069.5,1865.7,27.3,5,0.92,0,None,0.0,23.91,23.84,0.07,6783.0,487.0,487.0
IND_FIELD_0115,Andhra Pradesh & Telangana,Wheat,10.39,8.18,89.9,23.6,95.9,27.6,14.7,28.9,14.0,0.85,6.08,0.2,2.22,0.42,0.42,1026.3,2894.9,30.9,4,0.92,0,None,0.0,36.2,35.36,0.84,2275.0,1901.0,1901.0
IND_FIELD_0116,Karnataka & Tamil Nadu,Sugarcane,13.69,6.55,225.0,42.2,317.4,25.6,15.0,11.7,4.3,0.41,4.44,0.82,4.69,0.32,0.83,839.4,2089.5,29.8,5,0.92,0,None,0.0,688.34,687.57,0.76,340.0,259.0,259.0
IND_FIELD_0117,Uttar Pradesh & Bihar,Wheat,3.71,6.62,119.0,40.3,89.4,46.7,9.9,12.3,8.5,0.52,6.81,0.21,4.48,0.55,0.15,747.0,2200.6,34.7,7,0.823,1,Syngenta Quantis,1.91,36.69,31.11,5.58,2275.0,12686.0,10644.0
IND_FIELD_0118,Punjab & Haryana (Indo-Gangetic),Maize,8.75,5.99,127.0,54.5,237.2,45.7,10.9,20.9,11.9,0.83,6.64,0.73,3.82,0.89,0.84,1315.5,2490.5,34.2,5,0.92,1,Syngenta Quantis,1.24,56.67,50.86,5.82,2225.0,12940.0,11097.0
IND_FIELD_0119,Karnataka & Tamil Nadu,Soybean,11.06,6.86,196.8,23.4,186.3,31.7,9.1,23.4,11.8,1.28,10.18,0.45,7.27,0.76,0.84,1370.6,2429.6,27.6,3,0.92,1,Syngenta Quantis,2.89,26.25,24.58,1.67,4892.0,8151.0,6192.0
IND_FIELD_0120,Andhra Pradesh & Telangana,Soybean,11.45,6.43,121.0,40.9,307.7,43.4,18.9,16.0,11.5,0.92,6.37,0.72,6.52,0.82,0.85,921.9,2528.8,31.4,6,0.92,1,Syngenta CropBio+ (Biostimulant),1.41,27.5,24.3,3.2,4892.0,15670.0,13704.0
IND_FIELD_0121,Uttar Pradesh & Bihar,Cotton,11.12,6.62,231.4,14.2,139.0,31.6,19.9,25.8,7.2,1.05,8.94,0.48,5.64,0.86,0.48,725.7,2562.7,32.8,3,0.906,0,None,0.0,23.46,23.2,0.26,7121.0,1840.0,1840.0
IND_FIELD_0122,Karnataka & Tamil Nadu,Cotton,4.98,7.8,192.8,16.9,207.7,30.7,14.3,23.1,8.3,0.67,10.08,0.25,2.9,0.93,0.82,1181.6,2264.1,33.7,2,0.92,0,None,0.0,19.1,19.92,-0.82,7121.0,-5823.0,-5823.0
IND_FIELD_0123,Maharashtra & Vidarbha (Deccan),Gram / Chickpea (Chana),6.79,8.05,167.5,12.2,195.8,22.7,18.9,17.1,9.7,0.93,9.6,0.74,6.04,0.78,0.43,575.8,2045.3,22.9,9,0.759,1,Syngenta Isabion,2.66,20.43,17.17,3.27,5440.0,17768.0,16088.0
IND_FIELD_0124,Punjab & Haryana (Indo-Gangetic),Cotton,7.45,6.25,218.6,55.0,248.7,30.8,19.2,10.6,13.7,0.79,4.72,0.25,6.0,0.68,0.17,1177.3,2875.9,25.9,5,0.92,1,Syngenta CropBio+ (Biostimulant),2.55,24.9,22.02,2.88,7121.0,20501.0,18873.0
IND_FIELD_0125,Punjab & Haryana (Indo-Gangetic),Onion,12.35,6.69,68.9,46.5,96.3,34.1,8.5,26.5,6.9,1.03,6.82,0.85,4.34,0.51,0.31,1228.0,2360.0,26.2,13,0.92,1,Syngenta Quantis,2.34,247.38,216.46,30.91,2800.0,86557.0,84805.0
IND_FIELD_0126,Maharashtra & Vidarbha (Deccan),Rice (Paddy),6.57,8.03,106.3,45.8,126.5,18.7,23.4,14.7,13.2,0.36,5.74,0.24,7.09,0.38,0.81,568.7,2508.2,27.6,5,0.722,0,None,0.0,34.66,34.73,-0.07,2300.0,-164.0,-164.0
IND_FIELD_0127,Uttar Pradesh & Bihar,Cotton,5.82,5.95,143.7,33.9,131.5,31.3,20.8,28.4,6.3,0.84,6.12,0.54,2.92,0.73,0.16,1378.0,2702.6,24.2,8,0.92,1,Syngenta Quantis,1.38,22.61,18.79,3.82,7121.0,27168.0,25537.0
IND_FIELD_0128,Karnataka & Tamil Nadu,Groundnut (Peanut),14.03,6.02,100.9,24.9,257.2,41.4,9.7,19.2,13.9,0.63,5.83,0.71,3.47,0.95,0.53,1386.2,3073.5,28.5,4,0.92,1,Syngenta Quantis,2.64,29.37,26.51,2.85,6783.0,19357.0,17548.0
IND_FIELD_0129,Punjab & Haryana (Indo-Gangetic),Sugarcane,3.6,6.19,193.9,18.5,125.4,38.4,9.4,22.7,10.5,0.66,9.23,0.48,2.35,0.58,0.2,1339.9,2790.6,30.6,4,0.92,1,Syngenta Isabion,2.41,563.43,499.09,64.34,340.0,21876.0,20176.0
IND_FIELD_0130,Andhra Pradesh & Telangana,Wheat,14.48,7.23,225.5,24.2,217.6,37.1,8.3,29.2,8.4,1.36,6.5,0.35,6.37,0.76,0.35,921.2,1863.6,28.5,5,0.92,1,Syngenta CropBio+ (Biostimulant),1.77,49.17,44.45,4.72,2275.0,10743.0,8748.0
IND_FIELD_0131,Maharashtra & Vidarbha (Deccan),Wheat,10.95,6.16,136.3,28.2,131.7,45.3,8.5,29.0,9.9,0.5,7.02,0.73,5.42,0.6,0.21,683.8,2974.0,30.7,8,0.8,1,Syngenta CropBio+ (Biostimulant),2.18,42.9,36.73,6.17,2275.0,14038.0,12148.0
IND_FIELD_0132,Punjab & Haryana (Indo-Gangetic),Maize,12.61,8.12,121.6,44.5,286.8,18.5,19.5,18.2,6.4,0.64,10.37,0.75,3.73,0.55,0.75,1002.9,3185.1,22.9,3,0.92,0,None,0.0,56.19,56.02,0.17,2225.0,385.0,385.0
IND_FIELD_0133,Punjab & Haryana (Indo-Gangetic),Cotton,6.74,6.87,233.1,35.2,306.1,34.7,14.5,14.6,6.4,0.86,3.64,0.85,2.9,0.54,0.56,848.9,2461.5,33.4,8,0.871,1,Syngenta Quantis,2.53,24.03,22.75,1.28,7121.0,9093.0,7350.0
IND_FIELD_0134,Maharashtra & Vidarbha (Deccan),Tomato,3.66,7.0,140.1,15.3,204.4,41.6,20.1,27.1,4.7,1.25,6.76,0.46,2.22,0.6,0.78,645.7,3157.4,34.2,6,0.68,0,None,0.0,216.68,217.69,-1.01,2400.0,-2432.0,-2432.0
IND_FIELD_0135,Karnataka & Tamil Nadu,Onion,11.62,6.39,148.0,12.8,164.6,34.2,19.4,19.5,4.7,0.76,8.85,0.55,2.92,0.51,0.63,852.5,2566.3,30.0,7,0.858,1,Syngenta Quantis,1.38,248.26,221.64,26.62,2800.0,74546.0,72729.0
IND_FIELD_0136,Maharashtra & Vidarbha (Deccan),Sugarcane,12.68,6.93,123.3,16.4,136.2,27.7,16.9,14.2,7.2,1.12,4.3,0.45,4.49,0.77,0.83,1080.7,2443.5,33.5,4,0.92,1,Syngenta CropBio+ (Biostimulant),1.38,674.3,613.52,60.77,340.0,20663.0,19035.0
IND_FIELD_0137,Andhra Pradesh & Telangana,Cotton,11.65,7.39,223.7,29.7,91.9,22.1,18.4,29.9,11.5,1.24,7.66,0.38,3.36,0.86,0.51,517.4,2264.0,23.7,1,0.841,1,Syngenta Quantis,1.73,25.54,23.71,1.83,7121.0,13038.0,11105.0
IND_FIELD_0138,Uttar Pradesh & Bihar,Maize,5.07,7.6,162.4,52.1,144.4,44.6,6.3,14.4,9.9,0.64,4.95,0.73,3.42,0.87,0.6,766.7,2720.6,32.4,5,0.8,0,None,0.0,44.83,44.4,0.43,2225.0,957.0,957.0
IND_FIELD_0139,Maharashtra & Vidarbha (Deccan),Soybean,11.79,7.61,197.2,39.4,237.0,32.1,11.6,10.6,4.6,0.73,9.53,0.44,6.82,0.41,0.55,466.9,2121.7,23.5,1,0.768,0,None,0.0,24.34,23.56,0.78,4892.0,3801.0,3801.0
IND_FIELD_0140,Karnataka & Tamil Nadu,Soybean,11.96,7.19,206.1,46.5,208.1,44.3,17.5,10.4,12.4,0.69,5.59,0.5,4.83,0.88,0.49,1162.0,1946.9,27.3,6,0.92,1,Syngenta Isabion,1.99,28.12,25.76,2.36,4892.0,11558.0,9813.0
IND_FIELD_0141,Karnataka & Tamil Nadu,Cotton,10.74,7.97,121.5,32.1,306.6,35.6,6.2,23.7,9.8,1.22,5.6,0.48,6.01,0.49,0.74,1058.7,1838.1,26.2,4,0.92,0,None,0.0,21.89,21.82,0.07,7121.0,481.0,481.0
IND_FIELD_0142,Maharashtra & Vidarbha (Deccan),Wheat,11.93,7.76,138.1,27.6,175.1,38.2,6.6,24.6,13.6,0.35,7.57,0.7,2.2,0.47,0.6,509.5,2209.3,29.6,7,0.811,0,None,0.0,36.95,37.7,-0.75,2275.0,-1697.0,-1697.0
IND_FIELD_0143,Maharashtra & Vidarbha (Deccan),Mustard / Rapeseed,12.81,7.62,212.7,16.7,246.5,42.1,21.3,16.8,10.5,0.64,4.54,0.84,4.01,0.76,0.71,1366.5,2354.1,25.9,4,0.92,0,None,0.0,31.14,30.42,0.71,5650.0,4036.0,4036.0
IND_FIELD_0144,Maharashtra & Vidarbha (Deccan),Maize,10.25,5.93,125.4,49.7,197.4,37.8,18.3,17.0,5.3,1.05,5.28,0.67,4.64,0.46,0.7,471.5,2572.9,30.3,8,0.748,1,Syngenta CropBio+ (Biostimulant),1.28,57.56,49.69,7.86,2225.0,17498.0,15478.0
IND_FIELD_0145,Maharashtra & Vidarbha (Deccan),Maize,4.47,5.82,202.9,45.7,203.0,29.9,10.8,17.5,8.5,0.92,6.24,0.53,3.03,0.29,0.28,1010.5,2209.8,26.8,2,0.9,0,None,0.0,47.48,47.48,-0.0,2225.0,-0.0,-0.0
IND_FIELD_0146,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),8.86,6.31,229.4,19.2,144.3,33.4,18.4,25.0,10.3,0.78,5.78,0.75,2.66,0.51,0.61,1187.5,3177.7,33.2,7,0.92,1,Syngenta Isabion,2.72,47.97,42.07,5.9,2300.0,13574.0,11559.0
IND_FIELD_0147,Andhra Pradesh & Telangana,Rice (Paddy),4.35,7.39,172.2,34.0,189.2,42.1,20.3,11.3,3.8,0.89,7.03,0.65,6.79,0.76,0.29,1198.5,2208.4,30.2,6,0.92,0,None,0.0,38.07,38.18,-0.11,2300.0,-251.0,-251.0
IND_FIELD_0148,Andhra Pradesh & Telangana,Rice (Paddy),7.98,6.79,193.5,33.0,193.0,29.2,11.5,30.4,3.7,0.52,7.58,0.24,7.17,0.48,0.56,482.6,2417.4,24.8,4,0.719,1,Syngenta Isabion,2.36,45.91,39.07,6.83,2300.0,15712.0,14102.0
IND_FIELD_0149,Punjab & Haryana (Indo-Gangetic),Tomato,7.98,6.77,204.9,38.9,249.6,29.6,6.6,14.9,4.9,0.77,7.34,0.27,2.43,0.69,0.62,1311.1,1944.6,26.4,5,0.92,0,None,0.0,273.95,274.04,-0.09,2400.0,-224.0,-224.0
IND_FIELD_0150,Maharashtra & Vidarbha (Deccan),Soybean,4.23,7.92,212.1,52.7,305.8,20.9,22.8,32.0,6.1,0.85,7.98,0.23,3.92,0.71,0.85,1322.5,2164.9,33.0,8,0.92,1,Syngenta Isabion,2.09,24.63,21.77,2.86,4892.0,13976.0,12309.0
IND_FIELD_0151,Karnataka & Tamil Nadu,Mustard / Rapeseed,7.34,7.95,131.1,36.9,159.0,45.4,12.2,13.8,8.0,1.29,5.45,0.52,7.27,0.76,0.17,983.3,1867.7,27.0,6,0.92,1,Syngenta Isabion,2.5,27.79,24.03,3.76,5650.0,21241.0,19580.0
IND_FIELD_0152,Punjab & Haryana (Indo-Gangetic),Wheat,4.72,7.98,69.2,35.2,90.1,20.7,7.9,27.0,8.6,0.59,4.12,0.78,2.46,0.88,0.21,908.0,2583.3,29.0,4,0.818,0,None,0.0,29.25,29.36,-0.11,2275.0,-250.0,-250.0
IND_FIELD_0153,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),12.39,6.55,132.3,14.2,199.1,37.4,14.9,14.9,4.9,1.25,8.75,0.42,5.54,0.55,0.2,492.6,2851.5,30.4,4,0.822,1,Syngenta Quantis,2.06,48.11,41.93,6.18,2300.0,14214.0,12232.0
IND_FIELD_0154,Maharashtra & Vidarbha (Deccan),Maize,13.92,7.46,181.3,14.7,210.7,30.4,19.8,11.8,10.6,1.01,9.41,0.47,7.35,0.37,0.43,983.9,2074.0,26.5,7,0.92,1,Syngenta Quantis,1.41,64.82,58.43,6.39,2225.0,14220.0,12139.0
IND_FIELD_0155,Karnataka & Tamil Nadu,Wheat,4.3,6.45,141.1,20.1,120.4,30.2,10.0,29.2,9.8,0.32,5.08,0.84,7.38,0.47,0.73,838.9,2315.1,25.8,8,0.823,0,None,0.0,30.92,31.44,-0.53,2275.0,-1200.0,-1200.0
IND_FIELD_0156,Punjab & Haryana (Indo-Gangetic),Gram / Chickpea (Chana),14.01,6.26,194.8,13.4,262.5,38.4,10.9,28.9,6.6,1.1,6.17,0.79,4.59,0.55,0.74,1184.2,1823.3,28.2,6,0.92,1,Syngenta Quantis,2.23,24.71,22.03,2.68,5440.0,14591.0,12646.0
IND_FIELD_0157,Andhra Pradesh & Telangana,Gram / Chickpea (Chana),9.25,6.24,124.3,44.0,316.4,20.0,10.4,18.9,3.6,0.34,6.84,0.67,2.9,0.75,0.67,833.7,2975.3,24.8,4,0.864,1,Syngenta Quantis,2.16,21.19,19.79,1.41,5440.0,7653.0,5736.0
IND_FIELD_0158,Uttar Pradesh & Bihar,Rice (Paddy),6.8,6.62,174.3,43.1,307.0,35.8,23.9,25.5,4.3,1.4,7.09,0.39,3.11,0.26,0.78,1099.4,2891.9,25.7,3,0.92,0,None,0.0,42.2,41.8,0.4,2300.0,926.0,926.0
IND_FIELD_0159,Punjab & Haryana (Indo-Gangetic),Cotton,4.35,6.83,93.6,17.9,127.3,41.2,9.6,22.3,7.6,1.26,8.01,0.28,6.89,0.47,0.38,546.3,1888.6,22.8,4,0.712,0,None,0.0,16.79,16.55,0.24,7121.0,1699.0,1699.0
IND_FIELD_0160,Uttar Pradesh & Bihar,Wheat,9.01,7.79,194.9,48.0,290.1,42.8,16.4,28.8,5.1,0.63,3.5,0.21,7.01,0.8,0.21,576.3,2310.8,26.0,6,0.78,1,Syngenta Isabion,2.99,43.52,37.07,6.46,2275.0,14687.0,12791.0
IND_FIELD_0161,Maharashtra & Vidarbha (Deccan),Tur / Pigeon Pea (Arhar),12.24,6.09,158.2,18.7,249.1,23.1,22.7,16.9,7.5,0.58,8.47,0.27,5.34,0.72,0.19,582.7,3137.4,26.2,6,0.809,1,Syngenta CropBio+ (Biostimulant),2.32,20.05,17.81,2.24,7550.0,16915.0,14935.0
IND_FIELD_0162,Andhra Pradesh & Telangana,Cotton,11.28,7.56,96.7,25.0,188.9,44.9,8.6,21.5,10.1,0.72,3.65,0.4,6.21,0.76,0.75,493.2,2348.8,34.5,8,0.804,1,Syngenta Isabion,2.55,23.14,20.22,2.92,7121.0,20824.0,19127.0
IND_FIELD_0163,Andhra Pradesh & Telangana,Sugarcane,4.05,7.08,112.5,22.7,209.7,37.7,23.5,20.7,9.2,0.69,6.62,0.59,6.07,0.82,0.66,964.3,2536.7,29.7,5,0.888,1,Syngenta Quantis,1.55,566.22,500.78,65.44,340.0,22249.0,20469.0
IND_FIELD_0164,Andhra Pradesh & Telangana,Sugarcane,4.3,6.49,194.7,28.0,283.9,44.5,23.1,17.8,5.9,0.71,9.24,0.24,5.64,0.8,0.64,1204.3,2297.3,32.2,2,0.92,0,None,0.0,549.74,549.13,0.61,340.0,208.0,208.0
IND_FIELD_0165,Punjab & Haryana (Indo-Gangetic),Maize,7.93,6.98,146.9,23.0,195.2,32.6,21.9,29.6,7.1,0.65,6.49,0.3,6.55,0.73,0.39,1029.9,2634.6,22.6,6,0.919,0,None,0.0,50.46,50.59,-0.13,2225.0,-284.0,-284.0
IND_FIELD_0166,Uttar Pradesh & Bihar,Soybean,6.75,6.52,98.9,33.0,169.6,34.3,9.9,13.6,9.9,0.98,4.29,0.33,5.77,0.56,0.42,996.2,3169.4,23.4,5,0.904,1,Syngenta CropBio+ (Biostimulant),1.26,23.55,20.68,2.87,4892.0,14024.0,12039.0
IND_FIELD_0167,Maharashtra & Vidarbha (Deccan),Maize,6.06,7.23,234.1,29.5,198.4,45.6,17.4,13.3,12.5,0.48,10.39,0.64,4.94,0.94,0.82,1096.6,3196.5,32.6,4,0.92,1,Syngenta Isabion,1.78,57.9,50.25,7.65,2225.0,17024.0,15357.0
IND_FIELD_0168,Punjab & Haryana (Indo-Gangetic),Gram / Chickpea (Chana),6.59,6.84,188.7,54.4,219.0,45.0,19.7,22.7,11.4,1.23,9.69,0.63,3.3,0.65,0.19,772.7,2884.6,30.1,6,0.849,0,None,0.0,19.83,20.44,-0.62,5440.0,-3346.0,-3346.0
IND_FIELD_0169,Punjab & Haryana (Indo-Gangetic),Cotton,12.34,6.19,232.3,14.4,125.4,31.4,23.7,24.5,9.3,1.19,8.83,0.59,6.09,0.39,0.69,793.9,2366.0,24.5,10,0.875,1,Syngenta Quantis,2.24,27.38,23.49,3.9,7121.0,27759.0,26040.0
IND_FIELD_0170,Andhra Pradesh & Telangana,Cotton,13.72,6.08,136.9,18.1,296.2,26.2,9.2,14.3,7.3,0.82,6.2,0.38,4.6,0.45,0.37,748.6,2492.2,27.3,10,0.908,1,Syngenta CropBio+ (Biostimulant),2.8,26.31,23.31,2.99,7121.0,21325.0,19695.0
IND_FIELD_0171,Andhra Pradesh & Telangana,Onion,7.96,7.11,145.5,14.3,241.8,29.8,19.8,18.6,7.3,1.24,4.54,0.46,3.62,0.74,0.18,1126.5,2299.4,29.0,6,0.92,1,Syngenta Isabion,2.59,237.85,211.62,26.23,2800.0,73441.0,71705.0
IND_FIELD_0172,Punjab & Haryana (Indo-Gangetic),Cotton,13.47,7.97,221.6,38.9,232.0,29.6,12.1,30.8,12.7,0.57,10.07,0.27,6.41,0.9,0.67,603.6,3179.8,33.0,5,0.861,0,None,0.0,24.91,24.86,0.05,7121.0,348.0,348.0
IND_FIELD_0173,Andhra Pradesh & Telangana,Mustard / Rapeseed,7.04,6.63,154.5,14.3,103.9,26.6,9.2,15.4,3.9,0.32,7.09,0.36,5.83,0.38,0.38,462.4,2790.9,22.8,3,0.671,0,None,0.0,22.38,22.54,-0.16,5650.0,-906.0,-906.0
IND_FIELD_0174,Punjab & Haryana (Indo-Gangetic),Wheat,8.74,7.56,187.3,48.0,225.0,26.1,13.6,24.7,13.9,0.98,9.42,0.83,7.16,0.31,0.66,1016.4,2428.5,29.8,5,0.92,1,Syngenta CropBio+ (Biostimulant),2.19,43.78,39.15,4.63,2275.0,10533.0,8925.0
